company_id,ruc,razon_social,sector,region,empleados,segmento,fecha_alta,ejecutivo_comercial,nps,csat,facturacion_total,facturacion_promedio,facturacion_maxima,dias_mora_promedio,deuda_total,trafico_total_gb,trafico_promedio_gb,ancho_banda_promedio,pico_maximo_mbps,cantidad_servicios,monto_mensual_promedio,sla_promedio,cantidad_tickets,tiempo_resolucion_promedio,tickets_escalados,cantidad_eventos,duracion_promedio_eventos,churn,risk_score
1095,20135996605,Constructora Norte SAC,Construcci�n,Huancayo,6123,Mid-Market,2018-09-14,Ejecutivo_46,86,3.65,561454.0100000001,23393.917083333337,56943.14,4.041666666666667,524521.02,206885.01,8620.20875,344.80791666666664,1188.66,4,8328.74,99.69999999999999,18,23.38888888888889,0,36,27.333333333333332,0,11.89
1104,20320430977,Medical Andes EIRL,Salud,Piura,9878,Enterprise,2016-01-09,Ejecutivo_5,67,4.12,666717.7000000001,27779.90416666667,59035.04,4.625,729403.4199999998,223753.22,9323.050833333333,372.9220833333333,1285.58,5,10393.274,99.58,9,17.77777777777778,0,53,31.056603773584907,0,32.52
1119,20718153523,Agroindustrial Inca EIRL,Agroindustria,Chiclayo,7991,Enterprise,2016-10-20,Ejecutivo_20,74,4.3,827644.4000000003,34485.18333333334,59981.59,4.333333333333333,552050.5499999999,102271.43,4261.309583333333,170.45250000000001,587.6,5,10311.062,99.67,12,22.166666666666668,0,24,30.416666666666668,0,58.65
1157,20100591297,Log�stica Capital SAC,Transporte,Huancayo,8292,Mid-Market,2021-10-07,Ejecutivo_8,76,4.21,732213.39,30508.89125,57279.64,4.083333333333333,627465.7599999999,107983.15000000004,4499.297916666668,179.97166666666666,620.42,4,14330.375,99.7125,13,26.615384615384617,0,21,30.0,0,29.84
1159,20658373792,Medical Per� SAC,Salud,Trujillo,3788,Enterprise,2016-08-04,Ejecutivo_10,74,4.0,657054.2600000001,27377.260833333337,59883.12,4.5,503786.3400000001,48067.8,2002.825,80.11333333333333,276.17,1,10423.18,99.9,19,24.31578947368421,1,35,27.114285714285714,0,2.48
1162,20538044210,Retail Inca EIRL,Retail,Huancayo,9876,SMB,2018-10-02,Ejecutivo_13,28,2.92,834832.98,34784.7075,59684.71,37.166666666666664,686100.76,66668.61000000002,2777.858750000001,111.11375,487.34,4,14914.23,99.8125,28,130.14285714285714,17,100,242.41,1,76.68
1163,20961701595,Manufactura Sur SAC,Manufactura,Cajamarca,8160,Enterprise,2024-03-19,Ejecutivo_14,77,4.35,695691.75,28987.15625,58256.44,5.416666666666667,595480.7499999999,193679.72,8069.988333333334,322.8,1112.79,5,14795.696000000002,99.84,12,23.666666666666668,0,22,30.59090909090909,0,42.98
1184,20370033228,Cloud Per� SAC,Tecnolog�a,Cajamarca,5497,Enterprise,2018-09-22,Ejecutivo_35,62,3.98,855376.43,35640.684583333335,58558.63,4.541666666666667,597067.97,150565.07999999996,6273.544999999998,250.94125000000008,865.07,5,13026.156,99.85,23,24.565217391304348,1,32,32.28125,0,23.46
1221,20821781923,Educativa Andes SAC,Educaci�n,Chiclayo,9396,Mid-Market,2016-01-18,Ejecutivo_22,16,1.8,600202.8200000001,25008.450833333336,56088.34,34.625,566255.8600000001,105601.12000000001,4400.046666666667,176.00166666666667,771.94,2,12022.92,99.92500000000001,55,131.63636363636363,43,81,257.0740740740741,1,84.16
1222,20460605603,Networks Pac�fico SAC,Telecomunicaciones,Lima,5128,Enterprise,2020-01-31,Ejecutivo_23,76,4.98,751234.2999999999,31301.429166666665,59825.71,5.125,599648.2699999999,265331.99000000005,11055.499583333336,442.22,1524.47,4,17616.0675,99.725,12,25.333333333333332,0,53,30.81132075471698,0,45.63
1236,20219947113,Telecom Norte SAC,Telecomunicaciones,Tacna,5108,SMB,2019-04-09,Ejecutivo_37,18,1.84,810823.4600000001,33784.31083333334,59274.49,26.875,551326.5500000002,109565.4,4565.224999999999,182.60875000000001,800.92,2,20223.57,99.7,30,120.8,18,170,258.31176470588235,1,83.31
1247,20911142817,Log�stica Per� SAC,Transporte,Cajamarca,5683,SMB,2021-06-28,Ejecutivo_48,14,2.0,819106.6099999999,34129.44208333333,59534.0,35.416666666666664,655683.5099999999,73709.39999999998,3071.224999999999,122.84916666666668,538.81,2,19826.0,99.95,26,137.76923076923077,22,117,263.008547008547,1,95.8
1251,20886878599,Academia Sur EIRL,Educaci�n,Arequipa,2126,Mid-Market,2024-12-03,Ejecutivo_2,84,4.72,744906.5099999999,31037.771249999994,58349.64,4.291666666666667,566731.44,245800.86999999997,10241.702916666665,409.66833333333335,1412.25,1,4245.99,99.95,12,24.083333333333332,1,22,24.772727272727273,0,24.97
1254,20792463203,Networks Capital SAC,Telecomunicaciones,Piura,1976,SMB,2025-07-27,Ejecutivo_5,91,4.89,681126.6300000001,28380.276250000006,56055.35,5.166666666666667,552653.4599999998,169484.51999999996,7061.854999999999,282.4733333333333,973.78,1,4088.28,99.5,23,28.608695652173914,0,36,31.61111111111111,0,21.1
1256,20576619458,Obras Pac�fico SAC,Construcci�n,Arequipa,6873,SMB,2021-02-12,Ejecutivo_7,88,4.33,869899.44,36245.81,54849.5,4.625,709227.3199999998,266726.35,11113.597916666666,444.5437499999999,1532.48,3,13614.816666666666,99.76666666666667,7,28.428571428571427,0,50,30.56,0,46.07
1299,20448818984,Agro Andes SAC,Agroindustria,Cusco,9801,Enterprise,2019-11-22,Ejecutivo_50,68,3.69,764665.96,31861.081666666665,57795.81,5.25,695620.3799999999,77206.27,3216.927916666667,128.67708333333334,443.59,3,18359.876666666667,99.64999999999999,6,25.5,0,48,25.958333333333332,0,28.93
1325,20611231261,Cargo Per� SAC,Transporte,Ica,4159,SMB,2021-05-24,Ejecutivo_26,55,3.61,760287.46,31678.644166666665,59557.76,4.125,616905.6299999999,95980.38999999998,3999.182916666666,159.9675,551.46,4,9482.1125,99.8125,7,29.714285714285715,1,53,32.113207547169814,0,36.4
1330,20445822067,Obras Norte SAC,Construcci�n,Cajamarca,4093,Enterprise,2021-01-08,Ejecutivo_31,60,4.45,757733.2099999998,31572.217083333326,59619.46,4.041666666666667,500550.38999999996,167703.82,6987.659166666667,279.50666666666666,963.54,5,10290.973999999998,99.75,20,25.5,0,57,35.36842105263158,0,47.18
